Id,DealName,CompanyId,DealDate,InvestmentBankId,SourcingId,TransactionTypeId,EstimateEquityInvestment,SaleDate,SalePrice,SaleType,BuyingSponserId,SellingSponserId,StatusId,PortfolioCompanyStatus,ActiveStagesId,PassedRationale,DealLeadId,AdditionalDescription,CreatedAt,CreatedBy,UpdatedAt,UpdatedBy
DT_118,,COM_575,Jan-17,COM_035,2.0,2.0,150.0,,,,,,2.0,,,,EMP_001,Inventory verification and retail,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_119,,COM_475,Nov-16,COM_457,2.0,4.0,,,,,,,2.0,,,,EMP_007,Merchant acquirer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_120,,COM_521,Nov-16,COM_158,2.0,3.0,,,,,,,2.0,,,,EMP_009,Merchant acquirer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_121,,COM_125,Nov-16,COM_158,2.0,2.0,,,,,,,2.0,,,,EMP_008,Merchant acquirer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_122,,COM_179,Dec-16,COM_361,2.0,4.0,,,,,,,2.0,,,,EMP_001,Transportation logistics,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_123,,COM_499,Nov-16,,2.0,2.0,,,,,,,2.0,,,,EMP_007,Asset recovery and management services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_124,,COM_147,Nov-16,COM_524,2.0,4.0,,,,,,,2.0,,,,EMP_009,Financial technology,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_125,,COM_370,Nov-16,COM_253,2.0,2.0,175.0,,,,,,2.0,,,,EMP_008,Compliance and environmental services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_126,,COM_510,Oct-16,COM_158,1.0,4.0,,,,,,,2.0,,,,EMP_001,Insurance software provider,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_127,,COM_403,Sep-16,COM_118,2.0,3.0,,,,,,,2.0,,,,EMP_007,Sporting goods,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_128,,COM_592,Sep-16,,2.0,2.0,,,,,,,2.0,,,,EMP_009,Small business lender,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_129,,COM_015,2018-01-23 00:00:00,,1.0,1.0,,,,,,,1.0,,1.0,,EMP_006,Rent-to-own consumer financing provider for durable consumer goods retailing,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_130,Maple,COM_042,2017-09-01 00:00:00,COM_293,2.0,2.0,,,,,,,1.0,,2.0,,EMP_001,Provider of end-to-end beauty merchandising solutions,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_131,,COM_184,2018-02-01 00:00:00,COM_066,,,,,,,,,1.0,,3.0,,EMP_007,"Designer and manufacturer of electrical wire harnesses, control boxes and other value added components",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_132,Beauty,COM_193,2017-10-17 00:00:00,COM_512,2.0,3.0,,,,,,,1.0,,1.0,,EMP_009,Operator of over 600 waxing centers across the United States,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_133,,COM_247,2018-02-09 00:00:00,COM_270,,2.0,,,,,,,1.0,,3.0,,EMP_008,Leading retailer of musical instruments in the United States,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_134,,COM_261,2017-08-22 00:00:00,COM_067,,2.0,,,,,,,1.0,,,,EMP_005,"Bakery, nutrition bar, snack and customized packaging solutions provider and supplier",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_135,Torque,COM_266,2018-02-01 00:00:00,COM_318,3.0,2.0,,,,,,,1.0,,3.0,,EMP_006,"Designer, manufacturer and marketer of branded aftermarket products for car racing and street performance",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_136,,COM_375,2018-02-01 00:00:00,COM_060,,4.0,,,,,,,1.0,,,,EMP_001,"Newell announced exploration of divestiture of various consumer and industrial brands, including Waddington, Process Solutions, and Mapa",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_137,,COM_393,2018-02-01 00:00:00,COM_378,,2.0,,,,,,,1.0,,,,EMP_007,"Largest global operator of spa, salon, wellness and fitness facilities onboard cruise ships; also does spa management",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_138,Redford,COM_420,2017-12-19 00:00:00,COM_060,3.0,2.0,,,,,,,1.0,,4.0,,EMP_009,Third largest U.S. pet specialty retailer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_139,,COM_432,2018-02-01 00:00:00,COM_581,3.0,4.0,,,,,,,1.0,,,,EMP_008,"Manufacturer and distributor of organic and conventional private label peanut butter and other nut butters, baking nuts, granola, pasta, dried fruit and trail mixes",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_140,,COM_493,2018-02-01 00:00:00,COM_235,,4.0,,,,,,,1.0,,,,EMP_005,"Smucker's portfolio of breakfast and dessert brands, including Pillsbury, Hungry Jack, White Lilly, Jim Dandy and Martha White",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_141,,COM_525,2017-12-01 00:00:00,COM_361,2.0,2.0,,,,,,,1.0,,,,EMP_005,"Largest exclusive full-line supplier of high-quality value-added private label, branded and comanufactured Hispanic inspired foods in the U.S.",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_142,,COM_536,2017-09-01 00:00:00,COM_008,,2.0,,,,,,,1.0,,,,EMP_005,"Designer, sourcer, and seller of high-velocity hardline consumer products bundled under curated merchandise programs",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_143,,COM_555,2018-01-04 00:00:00,COM_145,3.0,3.0,,,,,,,1.0,,5.0,,EMP_006,Largest Arby’s franchisee with 362 stores in 9 Midwest and Western states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_144,,COM_003,2018-01-01 00:00:00,COM_553,,3.0,,,,,,,1.0,,,,EMP_001,Producer of liquid energy shots,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_145,,COM_149,2018-01-01 00:00:00,,,,,,,,,,1.0,,,,EMP_007,Credit Suisse advising DaVita on possible acquisition of ARA / looking for partner to help acquire half of ARA's centers,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_146,Wildcat,COM_187,2018-01-18 00:00:00,COM_269,2.0,2.0,,,,,,,6.0,,,Too Small,EMP_009,DSO,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_147,,COM_267,2017-08-12 00:00:00,,,,,,,,,,1.0,,3.0,,EMP_008,Portfolio of 4 primary care / join pain drugs,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_148,,COM_501,2018-01-03 00:00:00,,1.0,1.0,,,,,,,1.0,,2.0,,EMP_005,"Orthopedic surgery clinics in Vail, Colorado",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_149,Buckeye,COM_180,2018-01-15 00:00:00,COM_486,3.0,1.0,,,,,,,1.0,,5.0,,EMP_006,E-commerce platform for reverse logistics / Potential add-on for Bargain Hunt,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_150,Alpha,COM_601,2017-10-01 00:00:00,COM_513,3.0,3.0,,,,,,,6.0,,5.0,On Hold,EMP_001,Phillips add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_151,,COM_079,2016-10-01 00:00:00,COM_269,,,,,,,,,6.0,,,,EMP_007,CTI Foods add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_152,,COM_215,2017-10-01 00:00:00,COM_115,1.0,3.0,,,,,,,5.0,Current Investment,,,EMP_009,Phillips add-on; conducting due diligence,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_153,,COM_088,2017-01-31 00:00:00,COM_287,,,,,,,,,6.0,,2.0,Bid Rejected,EMP_008,Urgent care provider in tri-state area with 68 facilities,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_154,Icon,COM_487,2016-11-06 00:00:00,COM_520,3.0,3.0,,,,,,,7.0,Current Investment,,,EMP_005,Give & Go add on; marketed financing,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_155,Titan,COM_271,2016-10-27 00:00:00,COM_586,2.0,2.0,,,,,,,6.0,,2.0,Bid Rejected,EMP_006,Manufacturer serving global medical device and aerospace & defense OEMs,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_156,,COM_277,2017-02-01 00:00:00,COM_289,,,,,,,,,6.0,,5.0,Bid Rejected,EMP_001,Contemplating combination with HSS that would result in 50% / 50% ownership,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_157,,COM_134,2016-10-27 00:00:00,COM_485,,,,,,,,,6.0,,,,EMP_007,CTI Foods add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_158,Picasso,COM_517,2016-09-19 00:00:00,COM_449,3.0,3.0,,,,,,,7.0,Current Investment,,,EMP_009,Furniture and mattress retailer in the Midwest with 110 stores,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_159,,COM_071,2017-02-14 00:00:00,COM_287,,,,,,,,,6.0,,,Risk Profile,EMP_008,Divestiture from Bob Evans Farms with 524 restaurants across 18 states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_160,,COM_527,2016-04-28 00:00:00,COM_353,1.0,5.0,,,,,,,6.0,,,,EMP_005,Casual dining restaurants,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_161,Byner,COM_274,2017-02-20 00:00:00,COM_060,2.0,3.0,,,,,,,6.0,,,Other,EMP_006,AVF add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_162,,COM_491,2017-03-01 00:00:00,COM_068,,,,,,,,,6.0,,1.0,Other,EMP_001,Provider of outsourced clinical services to hospitals and health systems,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_163,,COM_598,2017-01-01 00:00:00,COM_428,,2.0,,,,,,,6.0,,,,EMP_007,Franchisor of Checkers and Rally's restaurants with 837 units across the US,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_164,,COM_376,2017-03-01 00:00:00,COM_141,,,,,,,,,6.0,,,,EMP_009,Chuck E. Cheese's and Peter Piper Pizza brands; 559 venues and 188 franchises across 47 states and 12 foreign countries,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_165,,COM_600,2017-03-01 00:00:00,COM_361,,,,,,,,,6.0,,,,EMP_008,Supplier of baked goods to quick service restaurants globally,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_166,,COM_206,2017-03-01 00:00:00,COM_269,,2.0,,,,,,,6.0,,,,EMP_005,Manufacturer of packaged ice cream and frozen novelty products,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_167,,COM_238,2017-03-10 00:00:00,COM_172,3.0,5.0,,,,,,,6.0,,,,EMP_006,Midwestern everyday low price department store with 106 stores,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_168,,COM_022,2017-02-01 00:00:00,COM_235,,,,,,,,,6.0,,1.0,Other,EMP_001,IMX opportunity,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_169,,COM_106,2017-02-01 00:00:00,COM_241,,,,,,,,,6.0,,,,EMP_007,Designer and marketer of branded health and wellness products; most notably kitchen countertop appliances,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_170,,COM_197,2017-03-01 00:00:00,COM_253,,,,,,,,,6.0,,,,EMP_009,Automotive aftermarket services platform with 290 locations in the southeastern US,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_171,,COM_418,2017-02-01 00:00:00,COM_269,,,,,,,,,6.0,,,,EMP_008,"Casual family restaurants and bakery business across US, Canada, and Mexico",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_172,,COM_422,2017-02-01 00:00:00,COM_253,,,,,,,,,6.0,,,,EMP_005,Pet product manufacturer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_173,Wolfpack,COM_334,2017-03-27 00:00:00,COM_353,2.0,3.0,,,,,,,6.0,,1.0,Other,EMP_006,"Dental Services Organization (“DSO”) servicing practices in TX, NM, OK, LA, TN and AK",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_174,,COM_516,2017-03-01 00:00:00,COM_209,,,,,,,,,6.0,,1.0,Risk Profile,EMP_001,"Orthopedic, spine, and pain management healthcare system in the SE Michigan area",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_175,,COM_530,2017-03-01 00:00:00,COM_235,,,,,,,,,6.0,,1.0,Other,EMP_007,"Thermo spinning off some assets, NDA in process",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_176,,COM_136,2017-03-01 00:00:00,COM_253,,,,,,,,,6.0,,,,EMP_009,Fresh-cut fruits and vegetables wholesale business,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_177,Pure,COM_399,2017-04-12 00:00:00,COM_586,2.0,2.0,,,,,,,6.0,,,,EMP_008,Global portfolio of beauty and wellness brands,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_178,,COM_262,2017-04-18 00:00:00,COM_216,,,,,,,,,6.0,,,,EMP_005,America’s largest Jiffy Lube franchisee with 530 stores across 26 states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_179,,COM_346,2017-04-18 00:00:00,COM_236,,,,,,,,,6.0,,,,EMP_006,Maunfacturer and purveyor of children's toys globally,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_180,,COM_074,2016-11-02 00:00:00,COM_259,1.0,3.0,,,,,,,6.0,,,Risk Profile,EMP_001,Give & Go add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_181,,COM_389,2017-04-18 00:00:00,COM_356,,,,,,,,,6.0,,2.0,Bid Rejected,EMP_007,Obstetric and Gynecology hospitalist platform in the US,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_182,,COM_439,2017-03-01 00:00:00,,,,,,,,,,7.0,Current Investment,,,EMP_009,ProPT add-on opportunity with 15 clinics in MA,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_183,,COM_063,2017-04-01 00:00:00,COM_253,2.0,4.0,,,,,,,6.0,,,,EMP_008,"Bakery ingredients distributor, manufacturer, and service provider in North America",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_184,,COM_116,2017-04-01 00:00:00,COM_235,,,,,,,,,6.0,,1.0,Risk Profile,EMP_005,"Provides health risk assessments, quality gap closure, and care management solutions to health plans",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_185,,COM_170,2017-04-18 00:00:00,COM_118,,,,,,,,,6.0,,5.0,Bid Rejected,EMP_006,Multi-specialty physician group,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_186,Comfort,COM_397,2017-04-21 00:00:00,COM_586,2.0,2.0,,,,,,,6.0,,,Risk Profile,EMP_001,Manufacturer of insoles provided to world's largest footwear brands,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_187,,COM_099,2017-04-01 00:00:00,COM_427,,,,,,,,,6.0,,,,EMP_007,Fast casual Mexican restaurants with 114 units across 12 states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_188,Maverick,COM_033,2017-04-26 00:00:00,COM_246,2.0,5.0,,,,,,,6.0,,1.0,Other,EMP_009,Emergency medical services and transportation,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_189,,COM_026,2017-04-18 00:00:00,COM_581,,,,,,,,,6.0,,2.0,Too Small,EMP_008,Allergy and asthma services platform with 133 locations across 23 states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_190,India,COM_306,2017-05-19 00:00:00,COM_583,2.0,4.0,,,,,,,6.0,,,,EMP_005,"Developer of decorative residential and light commercial lighting products, ceiling fans and LED task lighting product solutions",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_191,,COM_566,2017-03-01 00:00:00,COM_102,,,,,,,,,6.0,,5.0,Risk Profile,EMP_006,Management team looking for investors to back consolidation of urgent care clinics,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_192,Shelter,COM_031,2017-03-10 00:00:00,COM_253,2.0,2.0,,,,,,,6.0,,,On Hold,EMP_001,Furniture retailer with 128 stores across 23 states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_193,,COM_319,2017-03-13 00:00:00,COM_287,2.0,3.0,,,,,,,6.0,,,Risk Profile,EMP_007,"Direct-seller of branded wellness and nutritional products across US, Canada, Mexico, Australia, the UK, and New Zealand",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_194,,COM_082,2017-04-06 00:00:00,COM_380,2.0,3.0,,,,,,,6.0,,,Bid Rejected,EMP_009,Fast casual pizza restaurants with 173 locations across 31 states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_195,,COM_058,2017-05-01 00:00:00,COM_269,,,,,,,,,6.0,,,,EMP_008,Multi-channel branded snacking platform in North America currently composed of Back to Nature and Snackwell's brands,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_196,,COM_108,2017-05-01 00:00:00,COM_383,,,,,,,,,6.0,,,,EMP_005,Fast casual seafood restaurants with 516 units across 21 states,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_197,,COM_150,2017-02-01 00:00:00,COM_253,,,,,,,,,6.0,,,,EMP_006,"Independent distributor of foodservice disposables, janitorial supplies, and cleaning equipment in the Eastern US",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_198,,COM_182,2017-04-01 00:00:00,COM_400,,,,,,,,,6.0,,,,EMP_001,"Latino-focused specialty food retailer and distributor, with 15 stores in Texas",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_199,,COM_310,2017-04-01 00:00:00,COM_380,,,,,,,,,6.0,,,,EMP_007,"Retailer of pet food, supplies, and grooming services with 42 locations across the US",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_200,,COM_417,2017-04-01 00:00:00,COM_380,,,,,,,,,6.0,,,,EMP_009,"Franchisee of Wendy's, with 87 locations across US",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_201,,COM_560,2017-04-01 00:00:00,COM_380,,,,,,,,,6.0,,,,EMP_008,"Upscale, full-service Mexican restaurants with 27 locations across 7 states",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_202,,COM_563,2017-04-01 00:00:00,COM_449,,,,,,,,,6.0,,,,EMP_005,"Largest natural, organic, and specialty foods distributor in US and Canada",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_203,,COM_556,2017-04-01 00:00:00,COM_122,,,,,,,,,6.0,,,,EMP_006,"Fitness platform with 38 clubs in the Mid-Atlantic and Southeast composed of the Onelife, Sport & Health, and Crunch banners",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_204,,COM_425,2017-04-01 00:00:00,,,,,,,,,,6.0,,,,EMP_001,Public home furnishings and furniture retailer,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_205,,COM_494,2017-04-01 00:00:00,COM_380,,,,,,,,,6.0,,,,EMP_007,Breakfast and brunch focused restaurant growth company,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_206,,COM_260,2017-04-01 00:00:00,COM_289,,,,,,,,,6.0,,1.0,Financial Performance,EMP_009,Provider of outsourced urological services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_207,Utes,COM_263,2017-05-24 00:00:00,COM_427,2.0,,,,,,,,6.0,,5.0,Risk Profile,EMP_008,Technology enabled distributor of medical supplies for plasma collection centers,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_208,,COM_453,2017-04-01 00:00:00,,,,,,,,,,6.0,,1.0,Too Small,EMP_005,Fixed-wing air medical transport services,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_209,,COM_112,2016-10-01 00:00:00,COM_287,,,,,,,,,6.0,,,Financial Performance,EMP_006,Casual authentic Italian restaurant serving handcrafted dishes,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_210,,COM_351,2016-10-01 00:00:00,COM_025,,,,,,,,,6.0,,,,EMP_001,Entered exclusivity period but currently pencils down due to Medicare uncertainty,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_211,,COM_297,2016-10-01 00:00:00,,,,,,,,,,6.0,,,Other,EMP_007,GCA add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_212,,COM_504,2016-03-30 00:00:00,COM_269,3.0,3.0,,,,,,,6.0,,,On Hold,EMP_009,Give and Go add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_213,,COM_070,2017-04-01 00:00:00,,,,,,,,,,6.0,,,Bid Rejected,EMP_008,ProPT add-on opportunity with ~50 clinics in MA & NH,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_214,,COM_435,2017-04-01 00:00:00,,,,,,,,,,6.0,,5.0,Other,EMP_005,Private duty nursing / capitated risk / HSAs,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_215,,COM_107,2017-05-01 00:00:00,,,,,,,,,,6.0,,1.0,Other,EMP_006,Developer and manufacturer of point of care workstations,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_216,,COM_492,2017-06-11 00:00:00,COM_586,,,,,,,,,6.0,,2.0,Bid Rejected,EMP_001,Scale orthodontics platform,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_217,,COM_281,2017-04-01 00:00:00,COM_235,,,,,,,,,6.0,,,,EMP_007,"Apparel technology company developing, producing, branding, and marketing fibers and fabrics",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_218,,COM_307,2017-03-15 00:00:00,COM_449,3.0,3.0,,,,,,,6.0,,,Bid Rejected,EMP_009,Give & Go add-on,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_219,,COM_151,2017-05-01 00:00:00,COM_353,,,,,,,,,6.0,,,,EMP_008,"Portfolio of brands including UGG, Teva, Sanuk, Hoka, and Koolaburra",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_220,,COM_213,2017-05-01 00:00:00,COM_292,,,,,,,,,6.0,,,,EMP_005,Chain of full-service daytime cafés focused on breakfast and brunch offerings,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_221,,COM_456,2017-06-01 00:00:00,COM_427,,,,,,,,,6.0,,,,EMP_006,Snack brand offering whole-food protein bars,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_222,,COM_364,2017-03-01 00:00:00,,1.0,3.0,,,,,,,6.0,,,Bid Rejected,EMP_001,"AVF add-on with 16 stores (10 Ashley stores) operating in Cincinnati, Dayton, and Columbus",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_223,,COM_126,2017-06-01 00:00:00,COM_355,,,,,,,,,6.0,,1.0,Other,EMP_007,Provider of consumables for L&D and NICU departments,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_224,,COM_508,2017-06-01 00:00:00,COM_353,,,,,,,,,6.0,,5.0,Other,EMP_009,Behavioral health with focus on addiction services; NDA in process,2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
DT_225,,COM_177,2017-06-01 00:00:00,COM_353,,,,,,,,,6.0,,5.0,Other,EMP_008,"Vertically integrated, national care system dedicated to eating disorders; NDA in process",2025-07-14 11:31:53.600440,System_Data_Migration,2025-07-14 11:31:53.600547,System_Data_Migration
